id,email,password_hash,role,dsp_id,is_active
293c2714-9f83-5209-a68b-380a2f58efad,dsp1@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,1776abc0-799e-5972-8102-1976ed737c77,True
d0ef1a94-380d-5f7c-aff9-05c5a42330cc,dsp2@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,dced9f60-36c3-51a3-a4cd-895dfd671dec,True
ae7a4243-855f-5245-a6ed-127d6365a678,dsp3@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,60ccfd44-0502-5fa0-8d27-9cc265f1db31,True
8454653d-ea59-5dec-bd54-a629adb11894,dsp4@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,492935f3-f9ee-5d56-b64a-6da8931cf13b,True
1c861ac9-ae37-594a-acc4-97b53938bf1b,dsp5@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,7300f67a-bf30-5300-8ff9-4c932609ad7c,True
a914685e-e727-5704-8acd-b39556295933,dsp6@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,c928179a-f72b-50f2-bd6c-8efebcd2d268,True
514ea885-5400-5d0c-8387-c0c4f926bb5f,dsp7@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,25c743f6-6b99-5904-8a4a-4b29b700d9e7,True
63f52428-c716-5b89-aa2e-500129287bbe,dsp8@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,7ff0bab0-c69b-54d0-86a2-99ea2da3e58c,True
1ae33202-9d9f-5350-ba48-88bbed39aeb1,dsp9@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,b2f279e6-14b4-5a5c-aadc-0b5ab2dd4e7a,True
4cee2184-d200-509a-a17f-42d6d2fa2b38,dsp10@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,c529bf79-90d3-5602-9399-40738335c242,True
2393972d-1653-53df-945a-d66cae85ce79,dsp11@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,7c9704d9-8185-57b1-bf6a-de200c4e2109,True
5077113b-1a02-524a-b038-02138d76ec83,dsp12@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,bcf1d1e0-afa3-56df-89af-e879b7a6a0d2,True
fb16b0a7-333c-58ee-acbf-f6f17b31fe93,dsp13@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,15e1ebab-b0bf-514c-8405-61b9a3993057,True
185205c4-36e8-5ec0-89af-9cebddf1db36,dsp14@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,229ec319-00c3-5250-afbc-759d6132ee64,True
f68ea395-064c-5f0a-9a30-c62075f1348b,dsp15@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,e06691ef-a8bb-5f87-8c9e-c3e0b896f324,True
82b836a2-d807-50f3-88d3-990691c2026c,dsp16@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,fbcd212e-451d-5600-a271-8fec64b3a9b9,True
ef91f06a-608b-5747-b8ef-cafa4354fa4b,dsp17@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,7a052b5f-cf18-5b63-91b4-4c385d96d71f,True
e8613ab7-ca90-58cd-9893-c90c9c71bbee,dsp18@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,b21aa617-83df-5e76-b78c-67561698ba56,True
30a65e6c-4e33-5de0-89ec-3f43f0b14db4,dsp19@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,214dee86-b858-5e86-aad7-d05cc5d8a623,True
32041a52-02c8-54c3-b8c3-6c3ecfac9329,dsp20@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,24c3eae6-21de-5fa7-ad75-775edd1167e0,True
bcdbf0bc-67a7-5806-b96e-ccf7f347eff7,dsp21@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,48787cb4-04a7-5b80-8148-23b777165705,True
6000113d-4580-5a80-998f-b4ec021772aa,dsp22@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,1fab32d7-3f51-5470-b5b9-ea72005a2e68,True
ae6642fd-3606-5046-bb7c-9ce209750225,dsp23@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,9cea72a7-c63b-5718-8f89-cff81ccad510,True
363f9e13-ff18-5df3-96ca-813706893020,dsp24@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,1c629fb9-bb65-504f-8efa-b901acda8a1d,True
aa196caa-53e8-5386-9685-c5756ae0d648,dsp25@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,dfba0cf4-e584-5bcd-8343-0655db792844,True
88b11e69-d8d2-5ffe-8782-ce0d4614cab2,dsp26@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,b42559c6-56fd-58f1-a9b0-df16e2b74e54,True
b5297f7a-6d20-539e-b709-b57fde9dd29b,dsp27@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,23fca699-b0f6-528a-8efe-52e28bb1b8b0,True
246eed6a-016b-5e7c-890b-c64af948e37a,dsp28@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,713b8e42-ca09-58c1-9db4-ab4f3f05fc3c,True
f55bb3e0-27a2-54c8-980f-6919b96c3d2d,dsp29@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,a0ba4c9a-ca4d-55e7-9662-8b384d306f9a,True
7fb3b88e-c7c1-5d20-bc1a-aa88d442aeb3,dsp30@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,adf43fc2-e637-5500-8a6b-8a40e079d07c,True
6cd5ec51-de02-5dd6-a6ab-1bc6c31f552b,dsp31@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,f81e0179-c82e-5d0d-82b4-c2bf0fde0a92,True
c2172e95-98c9-576c-a8b8-3af14a38be67,dsp32@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,8086f1f4-673d-5987-81b0-8f204dbfd2ab,True
51423e88-a381-58f4-93f3-612b741dd12e,dsp33@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,54684399-5e5a-54ab-a9b2-5e8ff35f0223,True
7769f0fc-3b85-55a6-9bd7-fc71bee93794,dsp34@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,434590a6-0601-5b3c-8768-f7537c77519e,True
ebceab57-627f-5cac-a828-9be9b6652e4b,dsp35@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,374e0ccd-4366-597f-b5c3-6d60795d3480,True
3a26254c-3b11-58c4-bd1e-d4c3570ee483,dsp36@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,ea60bf00-905e-5abc-b08e-4c17000dd149,True
69ee92c5-d02a-533d-bd92-05db7b5634c5,dsp37@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,d9bae779-a771-5de7-a713-f7d02913bd5b,True
4a7f608c-f474-5466-951b-7747f404a2bf,dsp38@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,1208ec90-8992-569c-9143-a14b6d5727e9,True
9737df2f-1a7d-5982-9d0e-1aeb70f89b60,dsp39@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,84b924df-189f-5e64-a8c8-056b56e362d0,True
d8ecfc1e-8b86-55a3-a218-66e841e56ef3,dsp40@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,dsp,1c4e1934-fdf0-56a8-938c-7c2c04e9fac2,True
c5f73f2f-584c-5864-8423-ec09369c6beb,manager1@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,manager,,True
102829cd-a266-50d0-a98b-b640db0bce27,manager2@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,manager,,True
6dff0913-23ba-5581-8849-ddeea13ec620,manager3@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,manager,,True
09813b0f-f0a8-578f-addc-a4c5ea5bb670,manager4@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,manager,,True
1ecb1509-88a3-5567-838a-ea9d065fed78,manager5@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,manager,,True
bace0701-15e3-5144-97c5-47487d543032,admin@gcash.com,5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8,admin,,True
